students_to_staff_ratio_the,research_quality_the,employer_reputation_qs,teaching_the,international_research_network_qs,ns,faculty_student_qs,citations_per_faculty_qs,national_or_regional_rank,international_students_qs,pub_arwu,sustainability_qs,employment_outcomes_qs,industry_impact_the,size_qs,research_environment_the,international_students_the,pcp_arwu,hici_arwu,award_arwu,female_to_male_ratio_the,international_faculty_qs,academic_reputation_qs,alumni_arwu,international_outlook_the,student_population_the,rank_arwu,rank_qs,rank_the
16.500000000000000000,38.700000000000000000,90.400000000000000000,18.100000000000000000,98.3,25.2,20.600000000000000000,94.900000000000000000,4,99.4,63.300000000000000000,99.2,97.700000000000000000,49.800000000000000000,3,12.100000000000000000,0.26,31.300000000000000000,38.000000000000000000,0E-18,0.52,100,90.500000000000000000,0E-18,78.600000000000000000,16130.000000000000000000,77,19.0,1327.000000000000000000
8.900000000000000000,65.900000000000000000,8.000000000000000000,48.700000000000000000,56.4,2.5,12.400000000000000000,9.000000000000000000,13,1.7,28.000000000000000000,2.7,8.800000000000000000,29.600000000000000000,2,17.900000000000000000,0.03,11.900000000000000000,0E-18,0E-18,0.43,1.2,13.500000000000000000,0E-18,26.400000000000000000,13954.000000000000000000,950,1100.0,623.000000000000000000
13.200000000000000000,84.800000000000000000,30.300000000000000000,45.100000000000000000,96.8,11.1,12.400000000000000000,38.100000000000000000,5,26.3,44.900000000000000000,92.2,71.500000000000000000,67.600000000000000000,3,41.400000000000000000,0.13,26.900000000000000000,0E-18,0E-18,0.6,23.1,73.700000000000000000,0E-18,68.800000000000000000,32901.000000000000000000,350,164.0,202.000000000000000000
4.100000000000000000,42.400000000000000000,1.600000000000000000,32.100000000000000000,7.1,27.6,37.200000000000000000,9.400000000000000000,44,8.8,42.500000000000000000,1.0,3.000000000000000000,60.300000000000000000,1,18.400000000000000000,0.03,18.600000000000000000,41.200000000000000000,0E-18,0.47,0,4.400000000000000000,0E-18,24.400000000000000000,1208.000000000000000000,125,1100.0,1136.000000000000000000
34.800000000000000000,88.300000000000000000,14.200000000000000000,24.800000000000000000,87.4,9.0,4.800000000000000000,31.000000000000000000,18,45.5,32.000000000000000000,89.2,8.900000000000000000,56.000000000000000000,3,31.500000000000000000,0.22,23.200000000000000000,17.200000000000000000,0E-18,0.59,100,19.900000000000000000,0E-18,87.900000000000000000,33215.000000000000000000,350,375.0,335.000000000000000000
21.800000000000000000,74.300000000000000000,4.300000000000000000,52.700000000000000000,32.2,3.8,8.400000000000000000,4.900000000000000000,83,1.9,40.200000000000000000,2.4,1.800000000000000000,73.200000000000000000,3,57.300000000000000000,0.08,13.900000000000000000,11.300000000000000000,0E-18,0.48,15.7,5.200000000000000000,0E-18,64.300000000000000000,66907.000000000000000000,450,1300.0,145.000000000000000000
17.600000000000000000,92.000000000000000000,15.700000000000000000,30.500000000000000000,59.9,4.5,98.900000000000000000,11.100000000000000000,5,59.7,24.000000000000000000,2.8,11.900000000000000000,96.600000000000000000,1,34.600000000000000000,0.29,24.700000000000000000,6.500000000000000000,6.500000000000000000,0.55,81.8,14.700000000000000000,0E-18,82.600000000000000000,4270.000000000000000000,550,421.0,235.000000000000000000
22.200000000000000000,81.200000000000000000,30.900000000000000000,18.800000000000000000,45.5,3.8,12.400000000000000000,5.800000000000000000,4,4.9,20.900000000000000000,26.5,3.800000000000000000,21.800000000000000000,2,12.700000000000000000,0.0,9.400000000000000000,6.500000000000000000,0E-18,0.27,12.7,14.000000000000000000,0E-18,49.400000000000000000,12706.000000000000000000,950,825.0,805.000000000000000000
28.900000000000000000,73.400000000000000000,3.300000000000000000,33.100000000000000000,69.6,3.8,82.100000000000000000,15.400000000000000000,8,25.3,20.900000000000000000,26.8,2.400000000000000000,88.500000000000000000,1,38.200000000000000000,0.15,21.000000000000000000,6.500000000000000000,0E-18,0.49,74.2,5.800000000000000000,0E-18,72.100000000000000000,5770.000000000000000000,750,551.0,334.000000000000000000
14.000000000000000000,95.900000000000000000,28.800000000000000000,23.000000000000000000,79.5,4.0,27.300000000000000000,27.500000000000000000,47,34.4,18.600000000000000000,27.3,74.500000000000000000,70.700000000000000000,2,27.000000000000000000,0.17,20.000000000000000000,9.200000000000000000,0E-18,0.67,24.6,25.200000000000000000,0E-18,77.500000000000000000,3705.000000000000000000,750,340.0,330.000000000000000000
8.000000000000000000,90.000000000000000000,23.700000000000000000,72.300000000000000000,75.7,21.3,94.700000000000000000,97.700000000000000000,7,5.1,52.200000000000000000,11.9,31.900000000000000000,98.800000000000000000,2,68.100000000000000000,0.05,24.900000000000000000,15.900000000000000000,0E-18,0.5,11.6,50.000000000000000000,10.400000000000000000,46.100000000000000000,20888.000000000000000000,175,137.0,54.000000000000000000
18.400000000000000000,93.800000000000000000,32.900000000000000000,46.800000000000000000,95.2,21.6,21.300000000000000000,54.500000000000000000,4,51.7,52.000000000000000000,25.5,48.800000000000000000,98.700000000000000000,3,62.800000000000000000,0.22,27.000000000000000000,29.800000000000000000,0E-18,0.6,85,68.400000000000000000,14.700000000000000000,87.700000000000000000,34614.000000000000000000,125,126.0,74.000000000000000000
5.900000000000000000,96.900000000000000000,98.800000000000000000,86.400000000000000000,98.5,51.9,100.000000000000000000,31.700000000000000000,6,97,67.000000000000000000,71.8,99.900000000000000000,75.900000000000000000,3,88.800000000000000000,0.4,31.600000000000000000,42.700000000000000000,63.200000000000000000,0.5,41.5,99.600000000000000000,59.400000000000000000,85.400000000000000000,30541.000000000000000000,8,23.0,19.000000000000000000
29.600000000000000000,74.200000000000000000,7.200000000000000000,30.500000000000000000,87.5,5.4,3.200000000000000000,33.300000000000000000,24,5.3,31.400000000000000000,83.6,51.700000000000000000,86.900000000000000000,3,30.500000000000000000,0.17,18.900000000000000000,0E-18,0E-18,0.31,4.1,41.500000000000000000,0E-18,53.800000000000000000,30666.000000000000000000,650,364.0,451.000000000000000000
12.100000000000000000,48.300000000000000000,4.300000000000000000,28.300000000000000000,27.7,1.4,71.600000000000000000,41.900000000000000000,147,4.5,36.600000000000000000,13.2,2.000000000000000000,95.300000000000000000,1,34.800000000000000000,0.05,12.700000000000000000,0E-18,0E-18,0.5,5.1,6.300000000000000000,0E-18,28.700000000000000000,7113.000000000000000000,750,625.0,761.000000000000000000
13.500000000000000000,46.500000000000000000,17.100000000000000000,28.600000000000000000,62.5,3.8,17.300000000000000000,4.200000000000000000,2,4.2,29.000000000000000000,56.1,19.100000000000000000,52.200000000000000000,3,19.400000000000000000,0.04,12.700000000000000000,6.500000000000000000,0E-18,0.61,4.8,34.800000000000000000,0E-18,39.900000000000000000,34379.000000000000000000,650,571.0,1067.000000000000000000
23.400000000000000000,49.300000000000000000,8.100000000000000000,33.800000000000000000,46.8,5.0,61.800000000000000000,17.100000000000000000,17,17.7,27.600000000000000000,28.4,9.000000000000000000,94.200000000000000000,2,38.500000000000000000,0.2,14.700000000000000000,6.500000000000000000,0E-18,0.5,9.5,7.000000000000000000,0E-18,61.800000000000000000,11501.000000000000000000,650,825.0,559.000000000000000000
15.600000000000000000,76.900000000000000000,4.300000000000000000,18.600000000000000000,32.2,1.4,8.400000000000000000,4.900000000000000000,168,1.9,30.300000000000000000,2.4,1.800000000000000000,32.800000000000000000,3,13.400000000000000000,0.02,12.100000000000000000,0E-18,0E-18,0.55,15.7,5.200000000000000000,0E-18,28.000000000000000000,25627.000000000000000000,850,1300.0,932.000000000000000000
23.300000000000000000,68.600000000000000000,4.900000000000000000,15.700000000000000000,67.7,0.0,3.000000000000000000,2.600000000000000000,5,2.5,30.800000000000000000,5.3,3.700000000000000000,34.500000000000000000,3,10.200000000000000000,0.03,13.400000000000000000,6.500000000000000000,0E-18,0.52,1.1,7.700000000000000000,0E-18,49.100000000000000000,169641.000000000000000000,750,1300.0,1061.000000000000000000
10.800000000000000000,83.600000000000000000,29.500000000000000000,46.500000000000000000,81.6,12.8,50.000000000000000000,39.300000000000000000,88,16.9,41.200000000000000000,27.9,43.800000000000000000,79.900000000000000000,2,34.800000000000000000,0.13,20.800000000000000000,6.500000000000000000,0E-18,0.54,66.7,19.000000000000000000,0E-18,65.600000000000000000,18354.000000000000000000,350,278.0,232.000000000000000000
28.400000000000000000,70.700000000000000000,1.900000000000000000,21.000000000000000000,48.3,5.5,2.600000000000000000,25.200000000000000000,29,16.4,20.500000000000000000,6.5,1.600000000000000000,56.900000000000000000,2,28.200000000000000000,0.14,21.100000000000000000,6.500000000000000000,0E-18,0.7,2.7,3.600000000000000000,0E-18,69.100000000000000000,10988.000000000000000000,750,1100.0,605.000000000000000000
14.500000000000000000,51.200000000000000000,1.400000000000000000,21.900000000000000000,33.9,7.7,48.800000000000000000,17.200000000000000000,63,2.6,41.800000000000000000,1.4,3.000000000000000000,58.600000000000000000,2,17.100000000000000000,0.01,14.600000000000000000,14.600000000000000000,0E-18,0.49,3.5,4.000000000000000000,0E-18,25.700000000000000000,29511.000000000000000000,350,1100.0,869.000000000000000000
8.600000000000000000,47.800000000000000000,8.200000000000000000,42.600000000000000000,61.2,0.0,42.900000000000000000,4.400000000000000000,13,7.7,29.500000000000000000,16.5,6.200000000000000000,50.100000000000000000,2,17.000000000000000000,0.12,12.500000000000000000,0E-18,0E-18,0.47,1.8,10.900000000000000000,0E-18,51.000000000000000000,23947.000000000000000000,950,975.0,826.000000000000000000
10.300000000000000000,81.400000000000000000,7.300000000000000000,44.000000000000000000,76.0,13.8,32.200000000000000000,23.600000000000000000,88,43.5,34.900000000000000000,79.1,21.200000000000000000,68.000000000000000000,2,31.700000000000000000,0.18,15.500000000000000000,9.200000000000000000,0E-18,0.54,34.7,18.000000000000000000,0E-18,76.400000000000000000,25528.000000000000000000,350,396.0,267.000000000000000000
24.900000000000000000,81.700000000000000000,6.100000000000000000,29.600000000000000000,44.9,10.2,2.400000000000000000,34.100000000000000000,14,41.5,30.500000000000000000,34.8,6.400000000000000000,65.800000000000000000,2,37.100000000000000000,0.19,19.300000000000000000,14.600000000000000000,0E-18,0.57,32.7,6.900000000000000000,0E-18,86.500000000000000000,17573.000000000000000000,350,715.0,311.000000000000000000
10.000000000000000000,98.000000000000000000,55.500000000000000000,74.600000000000000000,95.6,52.3,28.600000000000000000,78.800000000000000000,14,32.8,71.400000000000000000,66.5,68.700000000000000000,84.700000000000000000,3,81.300000000000000000,0.16,25.900000000000000000,43.700000000000000000,33.200000000000000000,0.57,11,81.900000000000000000,22.600000000000000000,72.100000000000000000,49647.000000000000000000,18,63.0,25.000000000000000000
14.800000000000000000,79.500000000000000000,9.300000000000000000,19.600000000000000000,55.2,6.1,58.800000000000000000,1.700000000000000000,1,0,25.300000000000000000,3.3,95.500000000000000000,41.900000000000000000,3,12.400000000000000000,0.0,12.100000000000000000,0E-18,0E-18,0.29,0,6.400000000000000000,16.400000000000000000,46.600000000000000000,46881.000000000000000000,650,875.0,641.000000000000000000
8.000000000000000000,90.000000000000000000,6.400000000000000000,72.300000000000000000,90.0,13.2,80.100000000000000000,7.400000000000000000,32,8.8,24.300000000000000000,6.2,4.800000000000000000,98.800000000000000000,2,68.100000000000000000,0.05,24.900000000000000000,6.500000000000000000,0E-18,0.5,0,13.100000000000000000,0E-18,46.100000000000000000,20888.000000000000000000,450,615.0,54.000000000000000000
9.100000000000000000,11.900000000000000000,30.500000000000000000,46.300000000000000000,83.9,8.0,59.400000000000000000,4.600000000000000000,2,38.9,32.900000000000000000,3.2,71.700000000000000000,39.700000000000000000,2,39.700000000000000000,0.19,16.300000000000000000,0E-18,0E-18,0.61,4.9,36.300000000000000000,26.000000000000000000,45.700000000000000000,24335.000000000000000000,450,315.0,809.000000000000000000
16.200000000000000000,78.300000000000000000,4.600000000000000000,29.100000000000000000,59.6,5.0,12.100000000000000000,81.400000000000000000,28,2.1,62.400000000000000000,4.1,13.600000000000000000,95.200000000000000000,3,33.900000000000000000,0.02,19.400000000000000000,22.500000000000000000,0E-18,0.5,21.3,7.600000000000000000,0E-18,46.800000000000000000,44082.000000000000000000,175,561.0,403.000000000000000000
19.900000000000000000,33.700000000000000000,4.700000000000000000,23.400000000000000000,27.6,3.5,22.200000000000000000,8.200000000000000000,24,2.6,26.300000000000000000,34.5,2.800000000000000000,52.900000000000000000,2,24.100000000000000000,0.03,13.800000000000000000,0E-18,0E-18,0.41,4.7,4.800000000000000000,0E-18,24.000000000000000000,20159.000000000000000000,850,1100.0,1349.000000000000000000
16.100000000000000000,67.800000000000000000,2.500000000000000000,18.700000000000000000,38.7,4.0,8.900000000000000000,89.300000000000000000,63,0,46.900000000000000000,2.3,3.700000000000000000,53.200000000000000000,2,18.700000000000000000,0.03,16.300000000000000000,13.000000000000000000,0E-18,0.5,0,5.700000000000000000,0E-18,39.800000000000000000,37168.000000000000000000,350,600.0,898.000000000000000000
19.300000000000000000,73.500000000000000000,9.500000000000000000,32.200000000000000000,86.7,12.0,8.800000000000000000,36.300000000000000000,88,22.2,38.600000000000000000,15.9,6.100000000000000000,99.500000000000000000,3,35.500000000000000000,0.14,17.500000000000000000,9.200000000000000000,0E-18,0.5,19.9,12.900000000000000000,0E-18,66.700000000000000000,39710.000000000000000000,350,563.0,362.000000000000000000
20.300000000000000000,72.300000000000000000,3.400000000000000000,38.400000000000000000,99.5,20.6,8.500000000000000000,57.200000000000000000,8,29.9,47.700000000000000000,17.3,13.100000000000000000,68.500000000000000000,3,34.700000000000000000,0.16,23.600000000000000000,13.000000000000000000,0E-18,0.55,22.8,18.600000000000000000,9.000000000000000000,68.800000000000000000,40361.000000000000000000,175,382.0,356.000000000000000000
7.300000000000000000,59.500000000000000000,12.500000000000000000,36.800000000000000000,22.9,6.6,90.400000000000000000,18.900000000000000000,126,13.7,29.100000000000000000,8.3,8.100000000000000000,46.700000000000000000,1,15.700000000000000000,0.04,13.000000000000000000,6.500000000000000000,0E-18,0.5,16,10.600000000000000000,0E-18,24.800000000000000000,23062.000000000000000000,650,577.0,865.000000000000000000
